dt,site,clim_var,value
2023-08-11T07:01:00Z,B1,sr,0
2023-08-11T07:02:00Z,B1,sr,0
2023-08-11T07:03:00Z,B1,sr,0
2023-08-11T07:03:00Z,C1,sr,0
2023-08-11T07:04:00Z,C1,sr,0
2023-08-11T07:05:00Z,C1,sr,0
2023-08-11T07:13:00Z,B1,sr,0
2023-08-11T07:14:00Z,B1,sr,0
2023-08-11T07:15:00Z,B1,sr,0
2023-08-11T07:15:00Z,C1,sr,0
2023-08-11T07:16:00Z,C1,sr,0
2023-08-11T07:17:00Z,C1,sr,0
2023-08-11T07:25:00Z,B1,sr,0
2023-08-11T07:26:00Z,B1,sr,0
2023-08-11T07:27:00Z,B1,sr,0
2023-08-11T07:27:00Z,C1,sr,0
2023-08-11T07:28:00Z,C1,sr,0
2023-08-11T07:29:00Z,C1,sr,0
2023-08-11T07:38:00Z,B1,sr,0
2023-08-11T07:39:00Z,B1,sr,0
2023-08-11T07:40:00Z,C1,sr,0
2023-08-11T07:41:00Z,C1,sr,0
2023-08-11T07:50:00Z,B1,sr,0
2023-08-11T07:51:00Z,B1,sr,0
2023-08-11T07:52:00Z,B1,sr,0
2023-08-11T07:52:00Z,C1,sr,0
2023-08-11T07:53:00Z,C1,sr,0
2023-08-11T07:54:00Z,C1,sr,0
2023-08-11T08:02:00Z,B1,sr,0
2023-08-11T08:03:00Z,B1,sr,0
2023-08-11T08:04:00Z,B1,sr,0
2023-08-11T08:04:00Z,C1,sr,0
2023-08-11T08:05:00Z,C1,sr,0
2023-08-11T08:06:00Z,C1,sr,0
2023-08-11T08:14:00Z,B1,sr,0
2023-08-11T08:15:00Z,B1,sr,0
2023-08-11T08:16:00Z,B1,sr,0
2023-08-11T08:16:00Z,C1,sr,0
2023-08-11T08:17:00Z,C1,sr,0
2023-08-11T08:18:00Z,C1,sr,0
2023-08-11T08:26:00Z,B1,sr,0
2023-08-11T08:27:00Z,B1,sr,0
2023-08-11T08:28:00Z,B1,sr,0
2023-08-11T08:28:00Z,C1,sr,0
2023-08-11T08:29:00Z,C1,sr,0
2023-08-11T08:30:00Z,C1,sr,0
2023-08-11T08:38:00Z,B1,sr,0
2023-08-11T08:39:00Z,B1,sr,0
2023-08-11T08:40:00Z,B1,sr,0
2023-08-11T08:40:00Z,C1,sr,0
2023-08-11T08:41:00Z,C1,sr,0
2023-08-11T08:42:00Z,C1,sr,0
2023-08-11T08:50:00Z,B1,sr,0
2023-08-11T08:51:00Z,B1,sr,0
2023-08-11T08:52:00Z,B1,sr,0
2023-08-11T08:52:00Z,C1,sr,0
2023-08-11T08:53:00Z,C1,sr,0
2023-08-11T08:54:00Z,C1,sr,0
2023-08-11T18:05:00Z,B1,sr,1449.375
2023-08-11T18:06:00Z,B1,sr,1446.111111111111
2023-08-11T18:07:00Z,B1,sr,1446
2023-08-11T18:07:00Z,C1,sr,1584.7142857142858
2023-08-11T18:08:00Z,C1,sr,1586.3333333333333
2023-08-11T18:09:00Z,C1,sr,1590.5
2023-08-11T18:17:00Z,B1,sr,1474.7142857142858
2023-08-11T18:18:00Z,B1,sr,1452.6666666666667
2023-08-11T18:19:00Z,B1,sr,1475.5
2023-08-11T18:19:00Z,C1,sr,1616.142857142857
2023-08-11T18:20:00Z,C1,sr,1617.25
2023-08-11T18:21:00Z,C1,sr,1619
2023-08-11T18:29:00Z,B1,sr,1586.2857142857142
2023-08-11T18:30:00Z,B1,sr,1363.625
2023-08-11T18:31:00Z,B1,sr,1089
2023-08-11T18:31:00Z,C1,sr,1645
2023-08-11T18:32:00Z,C1,sr,1645.7777777777778
2023-08-11T18:33:00Z,C1,sr,1646.6666666666667
2023-08-11T18:41:00Z,B1,sr,1658.3333333333333
2023-08-11T18:42:00Z,B1,sr,1473.111111111111
2023-08-11T18:43:00Z,B1,sr,1292.3333333333333
2023-08-11T18:43:00Z,C1,sr,1680.3333333333333
2023-08-11T18:44:00Z,C1,sr,1683.5
2023-08-11T18:45:00Z,C1,sr,1688.25
2023-08-11T18:53:00Z,B1,sr,1303.5
2023-08-11T18:54:00Z,B1,sr,1630.6666666666667
2023-08-11T18:55:00Z,B1,sr,1649.3333333333333
2023-08-11T18:55:00Z,C1,sr,1704.2
2023-08-11T18:56:00Z,C1,sr,1705.111111111111
2023-08-11T18:57:00Z,C1,sr,1709.5
2023-08-11T19:05:00Z,B1,sr,1693
2023-08-11T19:06:00Z,B1,sr,1570.111111111111
2023-08-11T19:07:00Z,B1,sr,1705.75
2023-08-11T19:07:00Z,C1,sr,1725
2023-08-11T19:08:00Z,C1,sr,1770
2023-08-11T19:09:00Z,C1,sr,1751.4
2023-08-11T19:17:00Z,B1,sr,225.2
2023-08-11T19:18:00Z,B1,sr,221
2023-08-11T19:19:00Z,B1,sr,196.5
2023-08-11T19:19:00Z,C1,sr,1481.25
2023-08-11T19:20:00Z,C1,sr,1594.888888888889
2023-08-11T19:21:00Z,C1,sr,1605.6
2023-08-11T19:29:00Z,B1,sr,737.6
2023-08-11T19:30:00Z,B1,sr,858
2023-08-11T19:31:00Z,B1,sr,1203
2023-08-11T19:31:00Z,C1,sr,1670
2023-08-11T19:32:00Z,C1,sr,1791.5555555555557
2023-08-11T19:33:00Z,C1,sr,1779.6666666666667
2023-08-11T19:41:00Z,B1,sr,20.25
2023-08-11T19:42:00Z,B1,sr,26.88888888888889
2023-08-11T19:43:00Z,B1,sr,76.8
2023-08-11T19:43:00Z,C1,sr,1394.3333333333333
2023-08-11T19:44:00Z,C1,sr,1466.888888888889
2023-08-11T19:45:00Z,C1,sr,1570.8333333333333
2023-08-11T19:53:00Z,B1,sr,1316.5
2023-08-11T19:54:00Z,B1,sr,1800.888888888889
2023-08-11T19:55:00Z,B1,sr,1636.2
2023-08-11T19:55:00Z,C1,sr,1624
2023-08-11T19:56:00Z,C1,sr,1695.375
2023-08-11T19:57:00Z,C1,sr,1731.142857142857
2023-08-11T20:05:00Z,B1,sr,1904.6666666666667
2023-08-11T20:06:00Z,B1,sr,1879.4444444444443
2023-08-11T20:07:00Z,B1,sr,1870.1666666666667
2023-08-11T20:07:00Z,C1,sr,1925
2023-08-11T20:08:00Z,C1,sr,1906.888888888889
2023-08-11T20:09:00Z,C1,sr,1806.857142857143
2023-08-11T20:17:00Z,B1,sr,1867.5
2023-08-11T20:18:00Z,B1,sr,1869.6666666666667
2023-08-11T20:19:00Z,B1,sr,1893.2857142857142
2023-08-11T20:19:00Z,C1,sr,2060
2023-08-11T20:20:00Z,C1,sr,608
2023-08-11T20:21:00Z,C1,sr,185.375
2023-08-11T20:29:00Z,B1,sr,1945
2023-08-11T20:30:00Z,B1,sr,628.6666666666666
2023-08-11T20:31:00Z,B1,sr,312.375
2023-08-11T20:31:00Z,C1,sr,309
2023-08-11T20:32:00Z,C1,sr,305.55555555555554
2023-08-11T20:33:00Z,C1,sr,305.14285714285717
2023-08-11T20:41:00Z,B1,sr,555
2023-08-11T20:42:00Z,B1,sr,513.3333333333334
2023-08-11T20:43:00Z,B1,sr,436.875
2023-08-11T20:43:00Z,C1,sr,362.5
2023-08-11T20:44:00Z,C1,sr,368.1111111111111
2023-08-11T20:45:00Z,C1,sr,372.2857142857143
2023-08-11T20:53:00Z,B1,sr,331
2023-08-11T20:54:00Z,B1,sr,333
2023-08-11T20:55:00Z,B1,sr,334.75
2023-08-11T20:55:00Z,C1,sr,310
2023-08-11T20:56:00Z,C1,sr,302
2023-08-11T20:57:00Z,C1,sr,291.42857142857144
2023-08-11T21:05:00Z,B1,sr,297
2023-08-11T21:06:00Z,B1,sr,304.6666666666667
2023-08-11T21:07:00Z,B1,sr,317.25
2023-08-11T21:07:00Z,C1,sr,183.5
2023-08-11T21:08:00Z,C1,sr,174.875
2023-08-11T21:09:00Z,C1,sr,162.625
2023-08-11T21:17:00Z,B1,sr,272
2023-08-11T21:18:00Z,B1,sr,269.44444444444446
2023-08-11T21:19:00Z,B1,sr,260.5
2023-08-11T21:19:00Z,C1,sr,173
2023-08-11T21:20:00Z,C1,sr,175.77777777777777
2023-08-11T21:21:00Z,C1,sr,176.25
2023-08-11T21:30:00Z,B1,sr,369.8888888888889
2023-08-11T21:31:00Z,B1,sr,411.6666666666667
2023-08-11T21:31:00Z,C1,sr,258
2023-08-11T21:32:00Z,C1,sr,269.6666666666667
2023-08-11T21:33:00Z,C1,sr,290
2023-08-11T21:42:00Z,B1,sr,462.1111111111111
2023-08-11T21:43:00Z,B1,sr,465.5
2023-08-11T21:44:00Z,B1,sr,465
2023-08-11T21:44:00Z,C1,sr,304.1111111111111
2023-08-11T21:45:00Z,C1,sr,314.6666666666667
2023-08-11T21:54:00Z,B1,sr,327.625
2023-08-11T21:55:00Z,B1,sr,313.6666666666667
2023-08-11T21:56:00Z,B1,sr,306
2023-08-11T21:56:00Z,C1,sr,364.8888888888889
2023-08-11T21:57:00Z,C1,sr,366.5
2023-08-11T21:58:00Z,C1,sr,367
2023-08-11T22:06:00Z,B1,sr,316.25
2023-08-11T22:07:00Z,B1,sr,311.77777777777777
2023-08-11T22:08:00Z,B1,sr,319
2023-08-11T22:08:00Z,C1,sr,1478.125
2023-08-11T22:09:00Z,C1,sr,1739.5555555555557
2023-08-11T22:10:00Z,C1,sr,781
2023-08-11T22:18:00Z,B1,sr,325.42857142857144
2023-08-11T22:19:00Z,B1,sr,299.3333333333333
2023-08-11T22:20:00Z,B1,sr,275.5
2023-08-11T22:20:00Z,C1,sr,433.85714285714283
2023-08-11T22:21:00Z,C1,sr,420.8888888888889
2023-08-11T22:22:00Z,C1,sr,414.5
2023-08-11T22:30:00Z,B1,sr,179.85714285714286
2023-08-11T22:31:00Z,B1,sr,181.33333333333334
2023-08-11T22:32:00Z,B1,sr,194
2023-08-11T22:32:00Z,C1,sr,630.4285714285714
2023-08-11T22:33:00Z,C1,sr,647.125
2023-08-11T22:34:00Z,C1,sr,798.6666666666666
2023-08-11T22:42:00Z,B1,sr,1077.1666666666667
2023-08-11T22:43:00Z,B1,sr,550.7777777777778
2023-08-11T22:44:00Z,B1,sr,382.6666666666667
2023-08-11T22:44:00Z,C1,sr,721.3333333333334
2023-08-11T22:45:00Z,C1,sr,756.6666666666666
2023-08-11T22:46:00Z,C1,sr,674
2023-08-11T22:54:00Z,B1,sr,345
2023-08-11T22:55:00Z,B1,sr,359.6666666666667
2023-08-11T22:56:00Z,B1,sr,367.6666666666667
2023-08-11T22:56:00Z,C1,sr,340.1666666666667
2023-08-11T22:57:00Z,C1,sr,343.875
2023-08-11T22:58:00Z,C1,sr,351.25
2023-08-11T23:06:00Z,B1,sr,308.4
2023-08-11T23:07:00Z,B1,sr,278.55555555555554
2023-08-11T23:08:00Z,B1,sr,252
2023-08-11T23:08:00Z,C1,sr,244
2023-08-11T23:09:00Z,C1,sr,236.44444444444446
2023-08-11T23:10:00Z,C1,sr,228.25
2023-08-11T23:18:00Z,B1,sr,129.8
2023-08-11T23:19:00Z,B1,sr,130.55555555555554
2023-08-11T23:20:00Z,B1,sr,131.25
2023-08-11T23:20:00Z,C1,sr,214.8
2023-08-11T23:21:00Z,C1,sr,202.44444444444446
2023-08-11T23:22:00Z,C1,sr,189.25
2023-08-11T23:30:00Z,B1,sr,57.8
2023-08-11T23:31:00Z,B1,sr,48.888888888888886
2023-08-11T23:31:00Z,Eldo,sr,230.83333333333334
2023-08-11T23:32:00Z,B1,sr,43.75
2023-08-11T23:32:00Z,C1,sr,115.8
2023-08-11T23:33:00Z,C1,sr,122.22222222222223
2023-08-11T23:34:00Z,C1,sr,124.5
2023-08-11T23:41:00Z,Eldo,sr,100
2023-08-11T23:42:00Z,B1,sr,43.8
2023-08-11T23:42:00Z,Eldo,sr,91.88888888888889
2023-08-11T23:43:00Z,B1,sr,47.75
2023-08-11T23:43:00Z,Eldo,sr,77.85714285714286
2023-08-11T23:44:00Z,B1,sr,52.4
2023-08-11T23:44:00Z,C1,sr,325
2023-08-11T23:45:00Z,C1,sr,332.6666666666667
2023-08-11T23:46:00Z,C1,sr,337.8
2023-08-11T23:53:00Z,Eldo,sr,0
2023-08-11T23:54:00Z,B1,sr,101.25
2023-08-11T23:54:00Z,Eldo,sr,0
2023-08-11T23:55:00Z,B1,sr,98.44444444444444
2023-08-11T23:55:00Z,Eldo,sr,0
2023-08-11T23:56:00Z,B1,sr,98.2
2023-08-11T23:56:00Z,C1,sr,205.25
2023-08-11T23:57:00Z,C1,sr,217.44444444444446
2023-08-11T23:58:00Z,C1,sr,225.6
2023-08-12T00:05:00Z,Eldo,sr,106
2023-08-12T00:06:00Z,B1,sr,127.5
2023-08-12T00:06:00Z,Eldo,sr,243.88888888888889
2023-08-12T00:07:00Z,B1,sr,127.125
2023-08-12T00:07:00Z,Eldo,sr,576.8571428571429
2023-08-12T00:08:00Z,B1,sr,117.33333333333333
2023-08-12T00:08:00Z,C1,sr,197.5
2023-08-12T00:09:00Z,C1,sr,188.875
2023-08-12T00:10:00Z,C1,sr,179.16666666666666
2023-08-12T00:17:00Z,Eldo,sr,537
2023-08-12T00:18:00Z,B1,sr,129.33333333333334
2023-08-12T00:18:00Z,Eldo,sr,360.25
2023-08-12T00:19:00Z,B1,sr,131
2023-08-12T00:19:00Z,Eldo,sr,269.25
2023-08-12T00:20:00Z,B1,sr,131.16666666666666
2023-08-12T00:20:00Z,C1,sr,112.66666666666667
2023-08-12T00:21:00Z,C1,sr,112
2023-08-12T00:22:00Z,C1,sr,112.33333333333333
2023-08-12T00:29:00Z,Eldo,sr,192
2023-08-12T00:30:00Z,B1,sr,144
2023-08-12T00:30:00Z,Eldo,sr,105.77777777777777
2023-08-12T00:31:00Z,B1,sr,144.22222222222223
2023-08-12T00:31:00Z,Eldo,sr,77.875
2023-08-12T00:32:00Z,B1,sr,145.5
2023-08-12T00:32:00Z,C1,sr,91.66666666666667
2023-08-12T00:33:00Z,C1,sr,87.33333333333333
2023-08-12T00:34:00Z,C1,sr,84
2023-08-12T00:41:00Z,Eldo,sr,0
2023-08-12T00:42:00Z,B1,sr,132
2023-08-12T00:42:00Z,Eldo,sr,0
2023-08-12T00:43:00Z,B1,sr,129.22222222222223
2023-08-12T00:43:00Z,Eldo,sr,0
2023-08-12T00:44:00Z,B1,sr,131.57142857142858
2023-08-12T00:44:00Z,C1,sr,148
2023-08-12T00:45:00Z,C1,sr,166.11111111111111
2023-08-12T00:46:00Z,C1,sr,177.57142857142858
2023-08-12T00:53:00Z,Eldo,sr,0
2023-08-12T00:54:00Z,B1,sr,63.5
2023-08-12T00:54:00Z,Eldo,sr,0
2023-08-12T00:55:00Z,B1,sr,50.5
2023-08-12T00:55:00Z,Eldo,sr,0
2023-08-12T00:56:00Z,B1,sr,31.5
2023-08-12T00:56:00Z,C1,sr,135.5
2023-08-12T00:57:00Z,C1,sr,127.88888888888889
2023-08-12T00:58:00Z,C1,sr,116.14285714285714
2023-08-12T01:06:00Z,B1,sr,0
2023-08-12T01:06:00Z,Eldo,sr,58.44444444444444
2023-08-12T01:07:00Z,B1,sr,0
2023-08-12T01:07:00Z,Eldo,sr,57
2023-08-12T01:08:00Z,B1,sr,0
2023-08-12T01:08:00Z,C1,sr,21
2023-08-12T01:09:00Z,C1,sr,19
2023-08-12T01:10:00Z,C1,sr,17.25
2023-08-12T01:18:00Z,B1,sr,0
2023-08-12T01:18:00Z,Eldo,sr,84.88888888888889
2023-08-12T01:19:00Z,B1,sr,0
2023-08-12T01:19:00Z,Eldo,sr,89.44444444444444
2023-08-12T01:20:00Z,B1,sr,4.375
2023-08-12T01:20:00Z,C1,sr,46
2023-08-12T01:21:00Z,C1,sr,47.22222222222222
2023-08-12T01:22:00Z,C1,sr,44.125
2023-08-12T01:30:00Z,B1,sr,19
2023-08-12T01:30:00Z,Eldo,sr,92.75
2023-08-12T01:31:00Z,B1,sr,16.25
2023-08-12T01:31:00Z,Eldo,sr,88.22222222222223
2023-08-12T01:32:00Z,B1,sr,6.111111111111111
2023-08-12T01:32:00Z,C1,sr,30
2023-08-12T01:32:00Z,Eldo,sr,89
2023-08-12T01:33:00Z,C1,sr,28.875
2023-08-12T01:34:00Z,C1,sr,21.22222222222222
2023-08-12T01:42:00Z,Eldo,sr,88.75
2023-08-12T01:43:00Z,B1,sr,89.55555555555556
2023-08-12T01:43:00Z,Eldo,sr,75.66666666666667
2023-08-12T01:44:00Z,B1,sr,101.55555555555556
2023-08-12T01:44:00Z,Eldo,sr,66
2023-08-12T01:45:00Z,C1,sr,0
2023-08-12T01:46:00Z,C1,sr,0
2023-08-12T01:54:00Z,Eldo,sr,52
2023-08-12T01:55:00Z,B1,sr,5.625
2023-08-12T01:55:00Z,Eldo,sr,48.875
2023-08-12T01:56:00Z,B1,sr,30.11111111111111
2023-08-12T01:56:00Z,Eldo,sr,45.5
2023-08-12T01:57:00Z,B1,sr,27
2023-08-12T01:57:00Z,C1,sr,0.75
2023-08-12T01:58:00Z,C1,sr,0
2023-08-12T01:59:00Z,C1,sr,0
2023-08-12T02:06:00Z,Eldo,sr,0
2023-08-12T02:07:00Z,B1,sr,0
2023-08-12T02:07:00Z,Eldo,sr,0
2023-08-12T02:08:00Z,B1,sr,0
2023-08-12T02:08:00Z,Eldo,sr,0
2023-08-12T02:09:00Z,B1,sr,0
2023-08-12T02:09:00Z,C1,sr,0
2023-08-12T02:10:00Z,C1,sr,0
2023-08-12T02:11:00Z,C1,sr,0
2023-08-12T02:18:00Z,Eldo,sr,0
2023-08-12T02:19:00Z,B1,sr,0
2023-08-12T02:19:00Z,Eldo,sr,0
2023-08-12T02:20:00Z,B1,sr,0
2023-08-12T02:20:00Z,Eldo,sr,0
2023-08-12T02:21:00Z,B1,sr,0
2023-08-12T02:21:00Z,C1,sr,0
2023-08-12T02:22:00Z,C1,sr,0
2023-08-12T02:23:00Z,C1,sr,0
2023-08-12T02:30:00Z,Eldo,sr,0
2023-08-12T02:31:00Z,B1,sr,0
2023-08-12T02:31:00Z,Eldo,sr,0
2023-08-12T02:32:00Z,B1,sr,0
2023-08-12T02:32:00Z,Eldo,sr,0
2023-08-12T02:33:00Z,B1,sr,0
2023-08-12T02:33:00Z,C1,sr,0
2023-08-12T02:34:00Z,C1,sr,0
2023-08-12T02:35:00Z,C1,sr,0
2023-08-12T02:42:00Z,Eldo,sr,0
2023-08-12T02:43:00Z,B1,sr,0
2023-08-12T02:43:00Z,Eldo,sr,0
2023-08-12T02:44:00Z,B1,sr,0
2023-08-12T02:44:00Z,Eldo,sr,0
2023-08-12T02:45:00Z,B1,sr,0
2023-08-12T02:45:00Z,C1,sr,0
2023-08-12T02:46:00Z,C1,sr,0
2023-08-12T02:47:00Z,C1,sr,0
2023-08-12T02:54:00Z,Eldo,sr,0
2023-08-12T02:55:00Z,B1,sr,0
2023-08-12T02:55:00Z,Eldo,sr,0
2023-08-12T02:56:00Z,B1,sr,0
2023-08-12T02:56:00Z,Eldo,sr,0
2023-08-12T02:57:00Z,B1,sr,0
2023-08-12T02:57:00Z,C1,sr,0
2023-08-12T02:58:00Z,C1,sr,0
2023-08-12T02:59:00Z,C1,sr,0
2023-08-12T03:06:00Z,Eldo,sr,0
2023-08-12T03:07:00Z,B1,sr,0
2023-08-12T03:07:00Z,Eldo,sr,0
2023-08-12T03:08:00Z,B1,sr,0
2023-08-12T03:08:00Z,Eldo,sr,0
2023-08-12T03:09:00Z,B1,sr,0
2023-08-12T03:09:00Z,C1,sr,0
2023-08-12T03:10:00Z,C1,sr,0
2023-08-12T03:11:00Z,C1,sr,0
2023-08-12T03:18:00Z,Eldo,sr,0
2023-08-12T03:19:00Z,B1,sr,0
2023-08-12T03:19:00Z,Eldo,sr,0
2023-08-12T03:20:00Z,B1,sr,0
2023-08-12T03:20:00Z,Eldo,sr,0
2023-08-12T03:21:00Z,B1,sr,0
2023-08-12T03:21:00Z,C1,sr,0
2023-08-12T03:22:00Z,C1,sr,0
2023-08-12T03:23:00Z,C1,sr,0
2023-08-12T03:30:00Z,Eldo,sr,0
2023-08-12T03:31:00Z,B1,sr,0
2023-08-12T03:31:00Z,Eldo,sr,0
2023-08-12T03:32:00Z,B1,sr,0
2023-08-12T03:32:00Z,Eldo,sr,0
2023-08-12T03:33:00Z,B1,sr,0
2023-08-12T03:33:00Z,C1,sr,0
2023-08-12T03:34:00Z,C1,sr,0
2023-08-12T03:35:00Z,C1,sr,0
2023-08-12T03:42:00Z,Eldo,sr,0
2023-08-12T03:43:00Z,B1,sr,0
2023-08-12T03:43:00Z,Eldo,sr,0
2023-08-12T03:44:00Z,B1,sr,0
2023-08-12T03:44:00Z,Eldo,sr,0
2023-08-12T03:45:00Z,B1,sr,0
2023-08-12T03:45:00Z,C1,sr,0
2023-08-12T03:46:00Z,C1,sr,0
2023-08-12T03:47:00Z,C1,sr,0
2023-08-12T03:54:00Z,Eldo,sr,0
2023-08-12T03:55:00Z,B1,sr,0
2023-08-12T03:55:00Z,Eldo,sr,0
2023-08-12T03:56:00Z,B1,sr,0
2023-08-12T03:56:00Z,Eldo,sr,0
2023-08-12T03:57:00Z,B1,sr,0
2023-08-12T03:57:00Z,C1,sr,0
2023-08-12T03:58:00Z,C1,sr,0
2023-08-12T03:59:00Z,C1,sr,0
2023-08-11T09:02:00Z,B1,sr,0
2023-08-11T09:03:00Z,B1,sr,0
2023-08-11T09:04:00Z,B1,sr,0
2023-08-11T09:04:00Z,C1,sr,0
2023-08-11T09:05:00Z,C1,sr,0
2023-08-11T09:06:00Z,C1,sr,0
2023-08-11T09:14:00Z,B1,sr,0
2023-08-11T09:15:00Z,B1,sr,0
2023-08-11T09:16:00Z,B1,sr,0
2023-08-11T09:16:00Z,C1,sr,0
2023-08-11T09:17:00Z,C1,sr,0
2023-08-11T09:18:00Z,C1,sr,0
2023-08-11T09:26:00Z,B1,sr,0
2023-08-11T09:27:00Z,B1,sr,0
2023-08-11T09:28:00Z,B1,sr,0
2023-08-11T09:28:00Z,C1,sr,0
2023-08-11T09:29:00Z,C1,sr,0
2023-08-11T09:30:00Z,C1,sr,0
2023-08-11T09:38:00Z,B1,sr,0
2023-08-11T09:39:00Z,B1,sr,0
2023-08-11T09:40:00Z,B1,sr,0
2023-08-11T09:40:00Z,C1,sr,0
2023-08-11T09:41:00Z,C1,sr,0
2023-08-11T09:42:00Z,C1,sr,0
2023-08-11T09:50:00Z,B1,sr,0
2023-08-11T09:51:00Z,B1,sr,0
2023-08-11T09:52:00Z,B1,sr,0
2023-08-11T09:52:00Z,C1,sr,0
2023-08-11T09:53:00Z,C1,sr,0
2023-08-11T09:54:00Z,C1,sr,0
2023-08-12T04:06:00Z,Eldo,sr,0
2023-08-12T04:07:00Z,B1,sr,0
2023-08-12T04:07:00Z,Eldo,sr,0
2023-08-12T04:08:00Z,B1,sr,0
2023-08-12T04:08:00Z,Eldo,sr,0
2023-08-12T04:09:00Z,B1,sr,0
2023-08-12T04:09:00Z,C1,sr,0
2023-08-12T04:10:00Z,C1,sr,0
2023-08-12T04:11:00Z,C1,sr,0
2023-08-12T04:18:00Z,Eldo,sr,0
2023-08-12T04:19:00Z,B1,sr,0
2023-08-12T04:19:00Z,Eldo,sr,0
2023-08-12T04:20:00Z,B1,sr,0
2023-08-12T04:20:00Z,Eldo,sr,0
2023-08-12T04:21:00Z,B1,sr,0
2023-08-12T04:21:00Z,C1,sr,0
2023-08-12T04:22:00Z,C1,sr,0
2023-08-12T04:23:00Z,C1,sr,0
2023-08-12T04:30:00Z,Eldo,sr,0
2023-08-12T04:31:00Z,B1,sr,0
2023-08-12T04:31:00Z,Eldo,sr,0
2023-08-12T04:32:00Z,B1,sr,0
2023-08-12T04:32:00Z,Eldo,sr,0
2023-08-12T04:33:00Z,B1,sr,0
2023-08-12T04:33:00Z,C1,sr,0
2023-08-12T04:34:00Z,C1,sr,0
2023-08-12T04:35:00Z,C1,sr,0
2023-08-12T04:42:00Z,Eldo,sr,0
2023-08-12T04:43:00Z,B1,sr,0
2023-08-12T04:43:00Z,Eldo,sr,0
2023-08-12T04:44:00Z,B1,sr,0
2023-08-12T04:44:00Z,Eldo,sr,0
2023-08-12T04:45:00Z,B1,sr,0
2023-08-12T04:45:00Z,C1,sr,0
2023-08-12T04:46:00Z,C1,sr,0
2023-08-12T04:47:00Z,C1,sr,0
2023-08-12T04:54:00Z,Eldo,sr,0
2023-08-12T04:55:00Z,B1,sr,0
2023-08-12T04:55:00Z,Eldo,sr,0
2023-08-12T04:56:00Z,B1,sr,0
2023-08-12T04:56:00Z,Eldo,sr,0
2023-08-12T04:57:00Z,B1,sr,0
2023-08-12T04:57:00Z,C1,sr,0
2023-08-12T04:58:00Z,C1,sr,0
2023-08-12T04:59:00Z,C1,sr,0
2023-08-12T05:06:00Z,Eldo,sr,0
2023-08-12T05:07:00Z,B1,sr,0
2023-08-12T05:07:00Z,Eldo,sr,0
2023-08-12T05:08:00Z,B1,sr,0
2023-08-12T05:08:00Z,Eldo,sr,0
2023-08-12T05:09:00Z,B1,sr,0
2023-08-12T05:09:00Z,C1,sr,0
2023-08-12T05:10:00Z,C1,sr,0
2023-08-12T05:11:00Z,C1,sr,0
2023-08-12T05:19:00Z,Eldo,sr,0
2023-08-12T05:20:00Z,B1,sr,0
2023-08-12T05:20:00Z,Eldo,sr,0
2023-08-12T05:21:00Z,B1,sr,0
2023-08-12T05:21:00Z,C1,sr,0
2023-08-12T05:22:00Z,C1,sr,0
2023-08-12T05:23:00Z,C1,sr,0
2023-08-12T05:31:00Z,Eldo,sr,0
2023-08-12T05:32:00Z,B1,sr,0
2023-08-12T05:32:00Z,Eldo,sr,0
2023-08-12T05:33:00Z,B1,sr,0
2023-08-12T05:34:00Z,B1,sr,0
2023-08-12T05:34:00Z,C1,sr,0
2023-08-12T05:35:00Z,C1,sr,0
2023-08-12T05:43:00Z,Eldo,sr,0
2023-08-12T05:44:00Z,B1,sr,0
2023-08-12T05:44:00Z,Eldo,sr,0
2023-08-12T05:45:00Z,B1,sr,0
2023-08-12T05:45:00Z,Eldo,sr,0
2023-08-12T05:46:00Z,B1,sr,0
2023-08-12T05:46:00Z,C1,sr,0
2023-08-12T05:47:00Z,C1,sr,0
2023-08-12T05:48:00Z,C1,sr,0
2023-08-12T05:55:00Z,Eldo,sr,0
2023-08-12T05:56:00Z,B1,sr,0
2023-08-12T05:56:00Z,Eldo,sr,0
2023-08-12T05:57:00Z,B1,sr,0
2023-08-12T05:57:00Z,Eldo,sr,0
2023-08-12T05:58:00Z,B1,sr,0
2023-08-12T05:58:00Z,C1,sr,0
2023-08-12T05:59:00Z,C1,sr,0
2023-08-12T06:00:00Z,C1,sr,0
2023-08-12T06:07:00Z,Eldo,sr,0
2023-08-12T06:08:00Z,B1,sr,0
2023-08-12T06:08:00Z,Eldo,sr,0
2023-08-12T06:09:00Z,B1,sr,0
2023-08-12T06:09:00Z,Eldo,sr,0
2023-08-12T06:10:00Z,B1,sr,0
2023-08-12T06:10:00Z,C1,sr,0
2023-08-12T06:11:00Z,C1,sr,0
2023-08-12T06:12:00Z,C1,sr,0
2023-08-12T06:19:00Z,Eldo,sr,0
2023-08-12T06:20:00Z,B1,sr,0
2023-08-12T06:20:00Z,Eldo,sr,0
2023-08-12T06:21:00Z,B1,sr,0
2023-08-12T06:21:00Z,Eldo,sr,0
2023-08-12T06:22:00Z,B1,sr,0
2023-08-12T06:22:00Z,C1,sr,0
2023-08-12T06:23:00Z,C1,sr,0
2023-08-12T06:24:00Z,C1,sr,0
2023-08-12T06:31:00Z,Eldo,sr,0
2023-08-12T06:32:00Z,B1,sr,0
2023-08-12T06:32:00Z,Eldo,sr,0
2023-08-12T06:33:00Z,B1,sr,0
2023-08-12T06:33:00Z,Eldo,sr,0
2023-08-12T06:34:00Z,B1,sr,0
2023-08-12T06:34:00Z,C1,sr,0
