full_ID,temp,wg,start_date,start_datetime,end_datetime,is_valid,notes
MS_A1_F_30,40,694,8/31/2023,,,,
MS_A1_F_31,,,8/31/2023,,,,
MS_A1_F_32,37,704,8/31/2023,,,N,dead in PM
MS_A1_F_33,40,705,8/31/2023,,,,
,,,,,,,
MS_A1_F_21,43,711,9/1/2023,,,,
MS_A1_F_22,43,712,9/1/2023,,,,
MS_A1_F_23,16,714,9/1/2023,,,,
MS_A1_F_24,16,719,9/1/2023,,,,
MS_A1_F_25,43,713,9/1/2023,,,,
MS_A1_F_26,43,715,9/1/2023,,,,
MS_A1_F_27,16,717,9/1/2023,,,,
MS_A1_F_28,43,710,9/1/2023,,,,
MS_A1_F_29,16,718,9/1/2023,,,,lost hind leg
MS_A1_F_30,16,716,9/1/2023,,,,
MS_A1_F_31,,,9/1/2023,,,,
MS_A1_F_32,,,9/1/2023,,,,
MS_A1_F_33,43,709,9/1/2023,,,,
